property_id,dwelling_type,zoning,lot_frontage_ft,lot_area_sqft,lot_shape,neighborhood,building_type,house_style,overall_quality,overall_condition,year_built,year_remodeled,exterior_quality,foundation,basement_quality,basement_sqft,central_air,living_area_sqft,full_bathrooms,bedrooms,kitchen_quality,fireplaces,garage_type,garage_capacity,deck_sqft,sale_month,sale_year,sale_price
HOME-101617,80,RL,76.0,9967,IR1,Gilbert,1Fam,SLvl,7,5,2000,2000,TA,PConc,Gd,384.0,Y,1430,2,3,TA,1,BuiltIn,2.0,100,12,2007,184580
HOME-100993,180,RM,21.0,1470,Reg,MeadowV,Twnhs,SFoyer,4,6,1970,1970,TA,CBlock,Gd,630.0,Y,630,1,1,TA,0,,0.0,0,4,2006,79644
HOME-100427,75,RM,65.0,8850,IR1,OldTown,1Fam,2.5Unf,7,6,1916,1950,TA,BrkTil,TA,815.0,Y,1690,1,3,TA,1,Detchd,1.0,0,7,2006,159039
HOME-102666,20,RL,70.0,9100,Reg,NAmes,1Fam,1Story,5,5,1960,1960,TA,CBlock,TA,1144.0,Y,1144,1,3,TA,1,Attchd,1.0,0,6,2007,131149
HOME-100622,50,RL,51.0,4712,IR1,BrkSide,1Fam,1.5Fin,4,7,1946,1950,TA,CBlock,TA,747.0,Y,1230,1,3,TA,0,Detchd,1.0,0,8,2006,134522
HOME-101170,20,RL,98.0,16033,IR1,NridgHt,1Fam,1Story,9,5,2004,2005,Gd,PConc,Ex,1833.0,Y,1850,2,3,Gd,1,Attchd,3.0,519,3,2006,356445
HOME-100909,20,RL,63.0,17423,IR1,StoneBr,1Fam,1Story,9,5,2008,2009,Ex,PConc,Ex,2216.0,Y,2234,2,1,Ex,1,Attchd,3.0,0,7,2009,509002
HOME-100801,50,RL,60.0,8160,Reg,Edwards,1Fam,1.5Fin,5,6,1940,1950,TA,BrkTil,TA,756.0,N,1134,1,3,TA,0,Detchd,1.0,0,4,2007,136430
HOME-101957,60,RL,78.0,9316,IR1,CollgCr,1Fam,2Story,7,5,2005,2005,Gd,PConc,Gd,784.0,Y,1596,2,3,Gd,0,Attchd,2.0,144,6,2006,199058
HOME-100147,70,RM,80.0,4800,Reg,OldTown,1Fam,2Story,5,5,1910,2003,TA,BrkTil,TA,680.0,N,1360,1,2,TA,0,Attchd,1.0,192,1,2008,116814
HOME-102648,20,RL,,22692,IR1,Edwards,1Fam,1Story,5,5,1953,1953,TA,CBlock,TA,1073.0,Y,1630,2,3,TA,1,Detchd,2.0,0,3,2007,141305
HOME-102608,50,RL,60.0,9120,Reg,BrkSide,1Fam,1.5Fin,7,6,1925,1950,TA,PConc,TA,1026.0,Y,1820,2,4,TA,0,Detchd,1.0,0,6,2008,195244
HOME-101298,85,RL,150.0,14137,Reg,Mitchel,1Fam,SFoyer,4,5,1964,1964,TA,CBlock,Gd,1200.0,Y,1200,1,3,TA,0,2Types,3.0,0,11,2008,183969
HOME-101829,120,RL,,5271,IR1,ClearCr,1Fam,1Story,7,5,1986,1986,TA,PConc,Gd,1453.0,Y,1453,1,2,Gd,1,Attchd,2.0,0,12,2006,208006
HOME-101773,20,RL,80.0,8700,Reg,NAmes,1Fam,1Story,5,6,1963,1963,TA,CBlock,TA,1120.0,Y,1128,2,3,TA,0,Attchd,2.0,192,12,2008,161391
HOME-100314,20,RL,110.0,14442,Reg,Crawfor,1Fam,1Story,6,7,1957,2004,TA,PConc,TA,1477.0,Y,1839,2,3,Gd,2,Attchd,2.0,0,6,2007,278776
HOME-102533,80,RL,,8530,IR1,Gilbert,1Fam,SLvl,7,5,1995,1996,TA,PConc,Gd,384.0,Y,1474,2,3,TA,1,BuiltIn,2.0,120,5,2009,172620
HOME-102035,120,RL,55.0,7301,IR1,NridgHt,TwnhsE,1Story,7,6,2007,2008,Gd,PConc,Gd,1350.0,Y,1358,2,2,Gd,1,Attchd,2.0,192,11,2008,232355
HOME-101442,60,RL,80.0,9024,IR1,Gilbert,1Fam,2Story,6,5,2004,2004,Gd,PConc,Gd,789.0,Y,1515,2,3,Gd,1,Attchd,2.0,0,7,2008,189468
HOME-100983,20,RL,69.0,8973,Reg,NAmes,1Fam,1Story,5,7,1958,1991,TA,CBlock,TA,1008.0,Y,1053,1,3,Ex,0,2Types,2.0,0,7,2006,163935
HOME-100194,160,RM,24.0,1612,Reg,Blueste,Twnhs,2Story,6,6,1980,1980,TA,CBlock,Gd,561.0,Y,1229,1,2,TA,1,Attchd,2.0,154,7,2009,127362
HOME-101166,20,RL,105.0,13693,Reg,NridgHt,1Fam,1Story,10,5,2007,2007,Ex,PConc,Ex,2630.0,Y,2674,2,2,Ex,2,Attchd,3.0,360,3,2009,624469
HOME-100408,60,RL,70.0,8462,IR1,SawyerW,1Fam,2Story,6,5,1994,1994,Gd,PConc,Gd,928.0,Y,1721,2,3,Gd,0,Attchd,2.0,300,7,2007,212318
HOME-101992,20,RL,85.0,10533,IR1,NAmes,1Fam,1Story,6,6,1956,1956,TA,CBlock,TA,1008.0,Y,1024,1,2,Gd,2,Attchd,1.0,0,8,2006,174312
HOME-101932,60,RL,,16545,IR1,NoRidge,1Fam,2Story,8,5,1998,1998,Gd,PConc,Gd,1284.0,Y,2450,2,3,Gd,1,Attchd,3.0,0,5,2009,352742
HOME-100266,50,C (all),63.0,4761,Reg,IDOTRR,1Fam,1.5Unf,3,3,1918,1950,Fa,BrkTil,TA,1020.0,N,1020,1,2,Fa,0,,0.0,0,10,2006,70555
HOME-101174,60,RL,80.0,10793,Reg,NWAmes,1Fam,2Story,5,5,1969,1969,TA,CBlock,TA,780.0,Y,1620,2,4,TA,0,Attchd,2.0,208,4,2007,162801
HOME-102851,50,RL,81.0,8170,IR1,Crawfor,1Fam,1.5Fin,7,7,1929,1950,Gd,BrkTil,TA,1022.0,Y,1671,2,4,TA,1,Detchd,2.0,0,2,2006,237030
HOME-102348,20,RL,80.0,10400,Reg,NAmes,1Fam,1Story,4,5,1956,1956,TA,CBlock,TA,1200.0,Y,1200,1,3,TA,2,Attchd,1.0,0,11,2009,148189
HOME-102092,60,RL,110.0,13440,Reg,NridgHt,1Fam,2Story,8,5,2006,2007,Gd,PConc,Ex,1108.0,Y,2550,2,4,Ex,1,BuiltIn,3.0,120,3,2007,368955
HOME-102295,70,RL,70.0,14210,IR1,Crawfor,1Fam,2Story,6,7,1930,1959,TA,PConc,TA,697.0,Y,1801,1,3,TA,1,Attchd,2.0,0,11,2006,227849
HOME-102632,20,RL,,13495,IR1,NAmes,1Fam,1Story,5,6,1956,1956,TA,CBlock,TA,1048.0,Y,1728,2,3,TA,1,Detchd,2.0,0,7,2009,184181
HOME-101915,60,RL,82.0,11287,Reg,SawyerW,1Fam,2Story,7,6,1989,1989,Gd,CBlock,Gd,807.0,Y,1982,2,3,Gd,1,Attchd,2.0,0,1,2007,244561
HOME-101172,20,RL,63.0,10712,Reg,Mitchel,1Fam,1Story,5,5,1991,1992,TA,PConc,Gd,974.0,Y,974,1,3,TA,0,,0.0,0,9,2007,102765
HOME-102222,20,RL,,8339,IR1,NAmes,1Fam,1Story,5,7,1959,1959,TA,Slab,,0.0,Y,882,1,3,TA,0,Attchd,1.0,0,7,2007,116966
HOME-101101,20,RL,100.0,17500,Reg,Crawfor,1Fam,1Story,6,5,1954,1954,TA,PConc,TA,1310.0,Y,1906,1,3,TA,2,Basment,2.0,0,1,2009,232442
HOME-100487,190,RL,,32463,Reg,Mitchel,2fmCon,1Story,4,4,1961,1975,TA,CBlock,TA,1249.0,Y,1622,1,3,TA,1,2Types,4.0,439,3,2007,182665
HOME-100456,85,RL,82.0,8410,IR1,Mitchel,1Fam,SFoyer,6,6,1974,1974,TA,CBlock,Gd,970.0,Y,1026,1,2,TA,1,Attchd,2.0,193,4,2007,157480
HOME-102872,50,RL,78.0,15600,Reg,Crawfor,1Fam,1.5Fin,5,7,1949,2005,TA,BrkTil,TA,1067.0,N,1523,2,3,Fa,1,Attchd,1.0,0,10,2009,162396
HOME-102539,20,RL,85.0,11050,Reg,NWAmes,1Fam,1Story,6,5,1968,1968,TA,CBlock,TA,1740.0,Y,1740,1,4,TA,1,Attchd,2.0,25,10,2008,159338
HOME-102017,20,RL,78.0,10206,Reg,Somerst,1Fam,1Story,8,5,2007,2007,TA,PConc,Gd,1563.0,Y,1563,2,3,Gd,1,Attchd,3.0,144,10,2008,261096
HOME-102818,20,RL,102.0,9373,IR1,NAmes,1Fam,1Story,5,6,1953,1953,TA,CBlock,TA,1152.0,Y,1152,1,3,TA,0,Detchd,2.0,0,5,2008,148878
HOME-102781,20,RL,71.0,7064,Reg,Sawyer,1Fam,1Story,5,6,1977,1977,TA,CBlock,TA,980.0,Y,980,1,3,TA,0,Detchd,2.0,192,7,2009,141346
HOME-100365,20,RL,62.0,10447,Reg,Mitchel,1Fam,1Story,5,6,1984,1984,TA,CBlock,TA,864.0,Y,887,1,3,TA,0,Attchd,1.0,140,12,2007,135062
HOME-101855,60,RL,58.0,9487,IR1,Gilbert,1Fam,2Story,6,5,2000,2000,TA,PConc,Gd,915.0,Y,1690,2,3,TA,1,Attchd,2.0,0,6,2007,204116
HOME-100809,20,RL,94.0,12220,Reg,NridgHt,1Fam,1Story,10,5,2009,2009,Ex,CBlock,Ex,2006.0,Y,2020,2,3,Ex,1,Attchd,3.0,156,9,2009,418975
HOME-100729,90,RL,64.0,7018,Reg,SawyerW,Duplex,SFoyer,5,5,1979,1979,TA,CBlock,Gd,1086.0,Y,1224,0,2,TA,2,Detchd,2.0,120,6,2009,159338
HOME-101555,50,RL,92.0,7438,IR1,BrkSide,1Fam,1.5Fin,5,8,1908,1991,TA,PConc,Fa,504.0,Y,1252,1,3,TA,0,Attchd,2.0,104,6,2006,139907
HOME-100087,120,RL,43.0,3182,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gd,PConc,Gd,1145.0,Y,1145,2,2,Gd,1,Attchd,2.0,100,9,2009,161981
HOME-102350,60,RL,82.0,12438,IR1,StoneBr,1Fam,2Story,8,5,2006,2006,Ex,PConc,Ex,1234.0,Y,2576,2,4,Ex,1,BuiltIn,3.0,324,7,2006,395368
HOME-100222,60,RL,,11000,Reg,NoRidge,1Fam,2Story,8,5,2000,2000,Gd,PConc,Gd,969.0,Y,2285,2,4,Gd,1,BuiltIn,3.0,0,6,2007,270063
HOME-101157,20,RL,61.0,7328,Reg,SawyerW,1Fam,1Story,7,5,2008,2009,Gd,PConc,Gd,1450.0,Y,1450,2,2,Gd,0,Attchd,3.0,0,2,2009,235507
HOME-102825,70,RM,60.0,3600,Reg,OldTown,1Fam,2Story,5,7,1930,2005,TA,BrkTil,TA,687.0,Y,1358,1,3,Gd,1,Detchd,1.0,0,7,2007,132726
HOME-101586,20,RL,75.0,9986,Reg,Somerst,1Fam,1Story,8,5,2006,2007,Gd,PConc,Ex,1795.0,Y,1795,2,2,Gd,1,Attchd,3.0,0,2,2007,159596
HOME-102909,30,RM,70.0,5684,Reg,OldTown,1Fam,1Story,6,8,1930,2005,TA,BrkTil,TA,813.0,Y,813,1,2,Gd,0,Detchd,1.0,0,6,2006,119999
HOME-102341,45,RL,64.0,6390,Reg,NAmes,1Fam,1.5Unf,6,7,1954,1954,TA,CBlock,TA,936.0,Y,984,1,2,TA,0,Detchd,1.0,0,6,2008,116960
HOME-100198,60,FV,65.0,8127,IR1,Somerst,1Fam,2Story,7,5,2003,2003,Gd,PConc,Gd,812.0,Y,1653,2,3,Gd,0,Attchd,2.0,0,3,2009,217293
HOME-100175,60,RL,,9900,Reg,NWAmes,1Fam,2Story,7,5,1968,1968,TA,CBlock,TA,832.0,Y,1978,2,4,TA,1,Attchd,2.0,0,4,2008,185435
HOME-102428,50,RM,52.0,6240,Reg,BrkSide,1Fam,1.5Fin,5,8,1939,1952,TA,BrkTil,TA,672.0,Y,1322,1,4,TA,0,Detchd,1.0,0,7,2007,143489
HOME-101542,75,RM,53.0,5350,Reg,OldTown,1Fam,2Story,7,8,1920,1965,TA,BrkTil,TA,624.0,Y,1450,1,3,TA,0,Detchd,1.0,0,3,2008,144018
HOME-102129,20,RL,78.0,10264,IR1,CollgCr,1Fam,1Story,7,5,1999,1999,Gd,PConc,Gd,1588.0,Y,1588,2,3,Gd,0,Attchd,2.0,158,8,2006,236738
HOME-102766,20,RL,50.0,8000,Reg,NAmes,1Fam,1Story,6,6,1948,2002,TA,CBlock,TA,972.0,Y,972,1,2,TA,1,Detchd,1.0,0,5,2009,133469
HOME-100052,70,C (all),60.0,5280,Reg,IDOTRR,1Fam,2Story,4,7,1895,1950,TA,Stone,Po,173.0,N,1361,1,2,TA,0,Detchd,1.0,0,7,2008,94323
HOME-101625,50,RL,60.0,9060,Reg,Edwards,1Fam,1.5Fin,6,5,1939,1950,TA,BrkTil,TA,560.0,Y,1258,1,2,TA,0,Detchd,1.0,0,10,2009,109776
HOME-100281,60,RL,80.0,10480,Reg,NWAmes,1Fam,2Story,7,6,1976,1976,TA,CBlock,TA,803.0,Y,1964,2,4,TA,1,Attchd,2.0,0,9,2008,212927
HOME-100671,60,RL,83.0,13159,IR1,Timber,1Fam,2Story,7,5,2009,2009,TA,PConc,Ex,846.0,Y,1692,2,3,Gd,0,Attchd,2.0,208,7,2009,228273
HOME-100591,60,RL,85.0,11475,Reg,NWAmes,1Fam,2Story,6,6,1975,1975,TA,CBlock,Gd,713.0,Y,1552,2,3,TA,1,Attchd,2.0,209,2,2006,194664
HOME-102451,20,RL,75.0,8250,Reg,NAmes,1Fam,1Story,6,7,1964,1964,TA,CBlock,Gd,1092.0,Y,1092,1,3,TA,0,Attchd,2.0,0,7,2008,151931
HOME-101390,20,RL,63.0,13072,Reg,SawyerW,1Fam,1Story,6,5,2005,2006,TA,PConc,Gd,1131.0,Y,1131,1,3,Gd,0,,0.0,0,3,2006,146232
HOME-100623,70,RL,66.0,8969,Reg,Crawfor,1Fam,2Story,6,6,1926,1950,TA,BrkTil,TA,644.0,Y,1316,1,2,TA,1,Detchd,1.0,0,7,2008,155489
HOME-102423,20,RL,,14585,IR1,NAmes,1Fam,1Story,6,6,1960,1987,TA,CBlock,TA,1144.0,Y,1429,1,3,Gd,2,Attchd,2.0,216,6,2007,193553
HOME-100330,70,RL,60.0,7200,Reg,OldTown,1Fam,2Story,7,9,1910,2008,Gd,PConc,TA,560.0,Y,1690,2,4,Gd,0,Detchd,2.0,0,8,2009,159394
HOME-101443,60,RL,133.0,11003,IR2,CollgCr,1Fam,2Story,7,5,2005,2006,Gd,PConc,Gd,1308.0,Y,1876,2,3,Gd,0,BuiltIn,3.0,0,7,2006,254174
HOME-100571,60,RL,,24572,IR1,Veenker,1Fam,2Story,9,3,1977,1977,Gd,CBlock,Gd,994.0,Y,2944,2,3,Gd,1,Attchd,3.0,140,6,2008,155583
HOME-102567,20,RL,90.0,11988,IR1,NAmes,1Fam,1Story,6,6,1957,1957,TA,CBlock,TA,1244.0,Y,1244,1,3,TA,2,Attchd,1.0,0,5,2007,161256
HOME-102913,60,RL,,13869,IR2,Gilbert,1Fam,2Story,6,6,1997,1997,TA,PConc,Gd,794.0,Y,1470,2,3,TA,0,Attchd,2.0,0,7,2007,191327
HOME-102566,20,RL,90.0,12878,IR1,NridgHt,1Fam,1Story,7,5,2003,2004,Gd,PConc,Gd,1760.0,Y,1760,2,3,Gd,1,Attchd,2.0,165,6,2009,280957
HOME-100960,70,RL,74.0,11988,IR1,Crawfor,1Fam,2Story,6,7,1934,1995,TA,CBlock,TA,715.0,Y,1660,1,3,TA,1,Detchd,1.0,0,8,2008,201886
HOME-102739,20,RL,,11616,Reg,Sawyer,1Fam,1Story,5,5,1962,1962,TA,CBlock,TA,1092.0,Y,1092,1,3,TA,1,Attchd,1.0,0,9,2009,145048
HOME-102345,20,RL,89.0,10858,Reg,NAmes,1Fam,1Story,5,6,1952,1952,TA,CBlock,TA,1444.0,Y,1624,1,2,TA,1,Attchd,1.0,0,7,2006,159512
HOME-102797,20,RL,64.0,7488,IR1,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,PConc,Gd,1208.0,Y,1208,2,2,Gd,0,Attchd,2.0,105,2,2006,201378
HOME-101579,70,I (all),,56600,IR1,IDOTRR,1Fam,2.5Unf,5,1,1900,1950,TA,BrkTil,TA,686.0,Y,1836,2,4,TA,0,Detchd,1.0,0,1,2008,109456
HOME-102102,60,RL,79.0,9085,Reg,NoRidge,1Fam,2Story,7,5,1995,1996,Gd,PConc,Gd,1070.0,Y,2061,2,3,Gd,1,Attchd,2.0,296,11,2009,264507
HOME-101232,60,RL,50.0,13128,IR1,Gilbert,1Fam,2Story,8,5,2005,2005,Gd,PConc,Gd,1074.0,Y,2064,2,4,Gd,1,Attchd,2.0,0,1,2006,268743
HOME-100875,60,RL,61.0,10125,IR1,Gilbert,1Fam,2Story,7,5,2004,2004,Gd,PConc,Gd,846.0,Y,1594,2,3,Gd,1,Attchd,2.0,300,7,2009,198888
HOME-100804,20,RL,80.0,14695,IR1,NAmes,1Fam,1Story,6,8,1966,2008,TA,CBlock,TA,1562.0,Y,1567,2,2,Gd,2,Attchd,2.0,0,7,2009,261453
HOME-101965,20,RL,65.0,9750,Reg,NAmes,1Fam,1Story,6,8,1969,1969,TA,CBlock,Gd,1054.0,Y,1054,1,3,TA,0,Attchd,2.0,180,7,2008,158921
HOME-102397,20,RL,49.0,15218,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Gd,PConc,Ex,1670.0,Y,1670,2,2,Gd,1,Attchd,3.0,0,9,2006,359260
HOME-101012,20,RL,129.0,16870,IR1,NridgHt,1Fam,1Story,8,5,2004,2005,Gd,PConc,Ex,1782.0,Y,1782,2,3,Gd,2,Attchd,3.0,99,4,2009,306938
HOME-102524,20,RL,85.0,15428,Reg,NAmes,1Fam,1Story,5,6,1951,1991,TA,CBlock,TA,884.0,Y,884,1,2,TA,0,Attchd,1.0,0,6,2006,154943
HOME-101639,20,FV,60.0,7180,IR1,Somerst,1Fam,1Story,8,5,2001,2002,Gd,PConc,Gd,1568.0,Y,1568,2,3,Gd,1,Attchd,2.0,0,9,2006,244703
HOME-101004,70,RM,60.0,6155,IR1,BrkSide,1Fam,2Story,6,8,1920,1999,TA,BrkTil,Fa,611.0,Y,1362,2,3,TA,0,Detchd,2.0,0,6,2008,134905
HOME-102177,20,RL,63.0,12680,IR1,NWAmes,1Fam,1Story,7,6,1988,1988,Gd,CBlock,Gd,1675.0,Y,1688,2,2,Ex,1,Attchd,2.0,0,6,2008,237861
HOME-100494,20,RL,92.0,10845,IR1,NridgHt,1Fam,1Story,8,5,2003,2004,Gd,PConc,Gd,1603.0,Y,1575,2,2,Gd,1,Attchd,3.0,216,6,2008,300881
HOME-102897,20,RL,128.0,39290,IR1,Edwards,1Fam,1Story,10,5,2008,2009,Ex,PConc,Ex,5095.0,Y,5095,2,2,Ex,2,Attchd,3.0,546,10,2007,196752
HOME-100615,20,RL,,8098,IR1,Timber,1Fam,1Story,6,5,2000,2000,Gd,Wood,Gd,1381.0,Y,1403,2,2,Gd,0,Attchd,2.0,0,10,2006,221604
HOME-101866,120,RL,28.0,7296,IR1,StoneBr,TwnhsE,1Story,8,5,2004,2005,Gd,PConc,Ex,2208.0,Y,2522,2,1,Gd,1,Attchd,2.0,182,11,2009,388857
HOME-102865,60,RL,60.0,10800,Reg,OldTown,1Fam,2Story,5,7,1939,2006,TA,BrkTil,TA,676.0,Y,1352,2,4,Gd,0,Detchd,2.0,187,8,2009,155855
HOME-102404,50,RL,60.0,10800,Reg,NAmes,1Fam,1.5Fin,4,7,1949,1996,TA,CBlock,TA,832.0,Y,1461,2,4,TA,0,Detchd,1.0,0,8,2009,137523
HOME-100149,160,RL,24.0,2364,Reg,NPkVill,TwnhsE,2Story,6,5,1978,1978,TA,CBlock,Gd,804.0,Y,1548,2,3,TA,1,Detchd,2.0,108,7,2009,151751
HOME-100226,20,RL,72.0,10665,IR1,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,PConc,Gd,1453.0,Y,1479,2,3,Gd,0,Attchd,2.0,144,6,2007,239883
HOME-101219,20,RL,100.0,10175,IR1,NAmes,1Fam,1Story,6,5,1964,1964,TA,CBlock,TA,1425.0,Y,1425,2,3,TA,1,Attchd,2.0,0,7,2008,195505
HOME-101434,120,RM,,4438,Reg,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gd,PConc,Gd,848.0,Y,848,1,1,Gd,1,Attchd,2.0,140,6,2008,156529
HOME-100898,50,RM,,7920,IR1,IDOTRR,1Fam,1.5Fin,6,7,1920,1950,TA,CBlock,TA,319.0,Y,1406,1,3,Fa,0,,0.0,0,3,2008,96596
HOME-101936,60,RL,,15295,IR3,CollgCr,1Fam,2Story,7,5,1996,2002,Gd,PConc,Gd,860.0,Y,1992,2,3,Gd,2,Attchd,2.0,225,6,2007,226668
HOME-102198,20,RL,67.0,10656,IR1,Timber,1Fam,1Story,8,5,2006,2007,Gd,PConc,Gd,1638.0,Y,1646,2,3,Gd,1,Attchd,3.0,192,11,2007,272583
HOME-101561,60,RL,74.0,9056,IR1,Gilbert,1Fam,2Story,8,5,2004,2004,Gd,PConc,Ex,707.0,Y,1414,2,3,Gd,1,Attchd,2.0,100,10,2006,195436
HOME-102902,160,RM,32.0,3363,Reg,Edwards,TwnhsE,2Story,7,5,2004,2004,Gd,PConc,Gd,976.0,Y,1708,2,3,Gd,0,Detchd,2.0,0,4,2006,142739
HOME-100195,60,FV,112.0,12217,IR1,Somerst,1Fam,2Story,8,5,2007,2007,Gd,PConc,Ex,955.0,Y,1880,2,3,Ex,1,Attchd,3.0,168,12,2007,335594
HOME-100913,20,RL,,12782,Reg,CollgCr,1Fam,1Story,8,5,2002,2003,Gd,PConc,Ex,1822.0,Y,1828,2,3,Gd,1,Attchd,2.0,194,6,2009,283306
HOME-100542,20,RL,70.0,8810,Reg,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,PConc,Gd,1390.0,Y,1390,2,3,Gd,0,Attchd,2.0,0,3,2006,225725
HOME-102734,20,FV,60.0,7200,Reg,Somerst,1Fam,1Story,7,5,2006,2006,Gd,PConc,Gd,1293.0,Y,1301,2,2,Gd,1,Attchd,2.0,216,8,2006,207668
HOME-100122,30,C (all),69.0,12366,Reg,IDOTRR,1Fam,1Story,3,5,1945,1950,TA,Slab,,0.0,N,729,1,2,TA,0,,0.0,0,10,2006,56856
HOME-101209,50,RM,60.0,10320,Reg,IDOTRR,1Fam,1.5Fin,6,7,1906,1995,TA,CBlock,TA,756.0,Y,1469,1,3,TA,0,Detchd,1.0,57,6,2008,144695
HOME-100517,160,RL,24.0,2349,Reg,NPkVill,Twnhs,2Story,6,5,1977,1977,TA,CBlock,Gd,855.0,Y,1456,2,3,TA,1,Attchd,2.0,0,5,2009,141166
HOME-101529,60,RL,,12334,IR1,CollgCr,1Fam,2Story,8,5,2003,2003,Gd,PConc,Gd,1068.0,Y,2184,2,4,Gd,1,BuiltIn,2.0,192,6,2009,267617
HOME-101055,20,RL,80.0,10400,Reg,NWAmes,1Fam,1Story,7,5,1988,1988,TA,CBlock,Gd,1845.0,Y,1872,2,3,TA,1,Attchd,2.0,197,6,2006,264318
HOME-102759,60,FV,75.0,9000,Reg,Somerst,1Fam,2Story,8,5,2006,2006,Gd,PConc,Gd,1088.0,Y,1959,2,3,Gd,1,Attchd,3.0,208,12,2007,294720
HOME-102156,20,RL,62.0,9858,Reg,Mitchel,1Fam,1Story,5,6,1968,1968,TA,CBlock,TA,864.0,Y,874,1,3,TA,0,Attchd,1.0,33,11,2009,133938
HOME-102453,80,RL,85.0,9350,Reg,NAmes,1Fam,SLvl,6,7,1964,1991,TA,CBlock,Gd,1302.0,Y,1302,2,3,Gd,0,Attchd,1.0,333,10,2007,168349
HOME-101696,80,RL,66.0,19255,IR1,SawyerW,1Fam,SLvl,6,5,1983,1983,Gd,CBlock,Gd,520.0,Y,1338,1,2,Gd,1,Attchd,2.0,0,9,2009,162326
HOME-100400,60,RL,86.0,14598,IR1,Somerst,1Fam,2Story,6,5,2007,2007,Gd,PConc,Gd,894.0,Y,1933,2,4,Gd,1,BuiltIn,3.0,100,1,2008,225521
HOME-101318,20,RL,42.0,14892,IR1,Gilbert,1Fam,1Story,9,5,2006,2007,Ex,PConc,Ex,1746.0,Y,1746,2,3,Ex,2,Attchd,3.0,201,10,2009,396199
HOME-102832,60,RL,52.0,46589,IR2,NoRidge,1Fam,2Story,8,7,1994,2005,Gd,PConc,Gd,1629.0,Y,2448,2,4,Gd,1,Attchd,3.0,517,7,2009,421224
HOME-100199,60,RL,81.0,10944,IR1,NoRidge,1Fam,2Story,7,5,1994,1994,Gd,PConc,Gd,1223.0,Y,2127,2,3,Gd,2,Attchd,2.0,171,8,2008,284089
HOME-101551,60,RL,74.0,7632,IR1,SawyerW,1Fam,2Story,7,5,2005,2005,Gd,PConc,Gd,784.0,Y,1585,2,3,Gd,0,Attchd,2.0,100,3,2006,200009
HOME-101085,90,RL,,8917,IR1,NAmes,Duplex,1Story,5,5,1967,1967,TA,CBlock,TA,1584.0,Y,1584,2,4,TA,0,Detchd,2.0,0,10,2006,128710
HOME-101856,120,RM,44.0,3811,IR1,Crawfor,TwnhsE,1Story,7,5,2004,2005,Gd,PConc,Ex,1594.0,Y,1646,2,2,Ex,1,Attchd,2.0,128,7,2008,268312
HOME-100519,30,RM,71.0,6900,Reg,IDOTRR,1Fam,1Story,5,6,1940,1955,TA,CBlock,TA,740.0,Y,778,1,2,TA,1,Detchd,1.0,0,2,2008,126196
HOME-102430,60,RL,84.0,14260,IR1,NoRidge,1Fam,2Story,8,5,2000,2000,Gd,PConc,Gd,1145.0,Y,2198,2,4,Gd,1,Attchd,3.0,192,12,2008,262845
HOME-100123,50,RL,66.0,21780,Reg,Crawfor,1Fam,2Story,6,5,1920,1950,TA,PConc,TA,817.0,Y,1550,1,3,TA,1,Detchd,1.0,0,9,2006,216648
HOME-102219,60,RL,,10364,IR1,Gilbert,1Fam,2Story,6,5,1995,1996,TA,PConc,Gd,806.0,Y,1572,2,3,TA,1,BuiltIn,2.0,0,5,2007,185726
HOME-100847,60,FV,65.0,8125,Reg,Somerst,1Fam,2Story,6,5,2005,2005,Gd,PConc,Gd,858.0,Y,1716,2,3,Gd,0,Attchd,2.0,0,2,2006,223926
HOME-100680,70,RM,50.0,5250,Reg,OldTown,1Fam,2Story,8,5,1872,1987,TA,BrkTil,TA,684.0,N,2358,2,4,TA,0,,0.0,0,12,2008,127520
HOME-102661,20,RL,63.0,7584,Reg,NAmes,1Fam,1Story,5,5,1953,1953,TA,CBlock,TA,1036.0,Y,1036,1,3,TA,0,Attchd,1.0,120,6,2008,118443
HOME-102331,60,RL,75.0,9317,Reg,SawyerW,1Fam,2Story,7,5,1994,2001,Gd,PConc,Gd,779.0,Y,1958,2,3,Gd,1,Attchd,2.0,202,7,2007,240302
HOME-101656,50,RM,51.0,6120,Reg,BrkSide,1Fam,1.5Fin,5,6,1936,1950,TA,BrkTil,TA,927.0,Y,1539,1,3,TA,0,Detchd,2.0,112,4,2009,146845
HOME-102870,120,RL,32.0,10846,IR1,Veenker,TwnhsE,1Story,8,5,1993,1993,Gd,PConc,Gd,1719.0,Y,1719,1,1,Gd,2,Attchd,2.0,122,5,2008,351197
HOME-102899,60,RL,,10832,IR1,Gilbert,1Fam,2Story,7,5,1994,1996,Gd,PConc,Gd,712.0,Y,1895,2,3,Gd,1,Attchd,2.0,143,10,2008,205489
HOME-100687,30,RM,50.0,5925,Reg,OldTown,1Fam,1Story,2,4,1940,1950,TA,BrkTil,,0.0,N,612,1,1,TA,0,Detchd,1.0,0,10,2009,46379
